CUSTOMER ID,FIRST NAME,LAST NAME,ADDRESS,ZIP CODE,PHONE NUMBER,EMAIL ADDRESS,CITY ID,LOYALTY DISCOUNT
100000335,Karen,May,312 Palisades Blvd,80057,5631347823,Karen.May@gmail.com,202978041,0.07
100000336,Tracey,Edmunds,1600 Montclair Rd,78072,5561517874,Tracey.Edmunds@gmail.com,202978045,0.09
100000337,Tracey,Langdon,5919 Trussville Crossings Pkwy,81595,5101228266,Tracey.Langdon@gmail.com,202978038,0.06
100000338,Jake,Dyer,9248 Parkway East,82583,4821270776,Jake.Dyer@gmail.com,202978052,0.01
100000341,Jasmine,Greene,1972 Hwy 431,80464,4985839748,Jasmine.Greene@gmail.com,202978068,0.06
100000342,Christian,Jackson,10675 Hwy 5,80015,4851941544,Christian.Jackson@gmail.com,202978058,0.1
100000343,Eric,Vance,2041 Douglas Avenue,81650,4795698290,Eric.Vance@gmail.com,202978072,0.03
100000344,Anna,Miller,5100 Hwy 31,79384,4828162931,Anna.Miller@gmail.com,202978086,0.03
100000345,Benjamin,Ince,1916 Center Point Rd,80943,4763121096,Benjamin.Ince@gmail.com,202978069,0.03
100000346,Joseph,Buckland,1950 W Main St,78926,5187060559,Joseph.Buckland@gmail.com,202978059,0.01
100000360,Emma,Fisher,16077 Highway 280,77908,5537860391,Emma.Fisher@gmail.com,202978094,0.03
100000369,Joan,Quinn,1415 7Th Street South,84649,5517639788,Joan.Quinn@gmail.com,202978096,0.08
100000377,Samantha,Knox,626 Olive Street Sw,78244,5209660145,Samantha.Knox@gmail.com,202978053,0.1
100000378,Harry,Manning,27520 Hwy 98,82573,4999829931,Harry.Manning@gmail.com,202978092,0.06
100000379,Melanie,Henderson,2800 Spring Avn SW,81081,4812871816,Melanie.Henderson@gmail.com,202978089,0.02
100000380,Piers,Walker,969 Us Hwy 80 West,82013,4876368509,Piers.Walker@gmail.com,202978044,0.04
100000381,Kimberly,Bond,3300 South Oates Street,82009,5523417573,Kimberly.Bond@gmail.com,202978092,0.03
100000382,Anthony,Chapman,4310 Montgomery Hwy,84509,5635824303,Anthony.Chapman@gmail.com,202978078,0.08
100000383,Jasmine,Oliver,600 Boll Weevil Circle,84697,4943477008,Jasmine.Oliver@gmail.com,202978045,0
100000400,Jacob,Fisher,3176 South Eufaula Avenue,84096,5554419370,Jacob.Fisher@gmail.com,202978085,0.02
100000401,Leonard,Paterson,7100 Aaron Aronov Drive,78207,5371817033,Leonard.Paterson@gmail.com,202978080,0.03
100000402,Kylie,McDonald,10040 County Road 48,81366,4700451068,Kylie.McDonald@gmail.com,202978054,0.04
100000403,Ruth,Simpson,3186 Hwy 171 North,78753,5039501443,Ruth.Simpson@gmail.com,202978089,0.02
100000404,Stewart,Bell,3100 Hough Rd,82294,5669117968,Stewart.Bell@gmail.com,202978055,0.07
100000405,Cameron,Blake,2200 South Mckenzie St,78943,5680394288,Cameron.Blake@gmail.com,202978041,0.08
100000412,Dan,Wright,2001 Glenn Bldv Sw,81062,5569602130,Dan.Wright@gmail.com,202978091,0.1
100000413,Boris,Burgess,340 East Meighan Blvd,80813,5026116482,Boris.Burgess@gmail.com,202978065,0.02
100000420,Samantha,Mackenzie,890 Odum Road,81173,5147283404,Samantha.Mackenzie@gmail.com,202978053,0.01
100000421,Kimberly,Wallace,1608 W Magnolia Ave,81092,5450793856,Kimberly.Wallace@gmail.com,202978053,0.05
100000422,Brian,Simpson,501 Willow Lane,84950,5610606342,Brian.Simpson@gmail.com,202978040,0.05
100000423,Wendy,Metcalfe,170 Fort Morgan Road,83497,5637624570,Wendy.Metcalfe@gmail.com,202978076,0
100000435,Isaac,Rutherford,11697 US Hwy 431,84324,5253865888,Isaac.Rutherford@gmail.com,202978063,0.02
100000436,Bella,Hemmings,42417 Hwy 195,75979,5531140271,Bella.Hemmings@gmail.com,202978089,0.01
100000437,Sean,Sanderson,1706 Military Street South,78942,5390661914,Sean.Sanderson@gmail.com,202978059,0.03
100000443,Justin,Hodges,1201 Hwy 31 NW,76289,5562041239,Justin.Hodges@gmail.com,202978043,0.03
100000444,Melanie,Nash,209 Lakeshore Parkway,83981,5242771973,Melanie.Nash@gmail.com,202978095,0.07
100000445,Rose,Hodges,2780 John Hawkins Pkwy,76509,5460876077,Rose.Hodges@gmail.com,202978097,0.02
100000446,Christian,Abraham,5335 Hwy 280 South,75423,5069679767,Christian.Abraham@gmail.com,202978094,0.08
100000451,Tracey,Thomson,1007 Red Farmer Drive,77156,4855342720,Tracey.Thomson@gmail.com,202978077,0.03
100000452,Peter,Quinn,2900 S Mem PkwyDrake Ave,84577,5030840194,Peter.Quinn@gmail.com,202978057,0.07
100000453,Kimberly,Clark,11610 Memorial Pkwy South,79089,5060542605,Kimberly.Clark@gmail.com,202978084,0.06
100000454,Edward,Hart,2200 Sparkman Drive,83477,4776947196,Edward.Hart@gmail.com,202978069,0.07
100000455,Eric,Henderson,330 Sutton Rd,79836,5089161366,Eric.Henderson@gmail.com,202978048,0.05
100000456,Amanda,Ball,6140A Univ Drive,83036,4912321438,Amanda.Ball@gmail.com,202978066,0.04
100000475,Kevin,James,4206 N College Ave,78973,5684615397,Kevin.James@gmail.com,202978072,0.09
100000476,Donna,Robertson,1625 Pelham South,81138,5334692536,Donna.Robertson@gmail.com,202978054,0.1
100000477,Chloe,MacLeod,1801 Hwy 78 East,81909,5331569624,Chloe.MacLeod@gmail.com,202978094,0.09
100000478,Bernadette,Forsyth,8551 Whitfield Ave,78780,4785467071,Bernadette.Forsyth@gmail.com,202978061,0.05
100000489,Kevin,Wright,8650 Madison Blvd,83312,5097549653,Kevin.Wright@gmail.com,202978068,0.09
100000498,Emma,Lewis,145 Kelley Blvd,79231,4841184275,Emma.Lewis@gmail.com,202978068,0.04
100000499,Deirdre,Greene,1970 S University Blvd,82139,5573177094,Deirdre.Greene@gmail.com,202978086,0.05
100000500,Grace,Stewart,6350 Cottage Hill Road,76321,5228739828,Grace.Stewart@gmail.com,202978064,0.1
100000501,Victoria,Johnston,101 South Beltline Highway,80610,5013862323,Victoria.Johnston@gmail.com,202978045,0.01
100000502,Pippa,Johnston,2500 Dawes Road,77333,5428410050,Pippa.Johnston@gmail.com,202978036,0.04
100000518,Penelope,Metcalfe,5245 Rangeline Service Rd,84580,4891925560,Penelope.Metcalfe@gmail.com,202978072,0.09
100000519,Alexander,Duncan,685 Schillinger Rd,83367,5033402080,Alexander.Duncan@gmail.com,202978056,0
100000520,Joan,Clarkson,3371 S Alabama Ave,78577,4858348820,Joan.Clarkson@gmail.com,202978064,0.07
100000521,Sonia,Vance,10710 Chantilly Pkwy,76327,5209048236,Sonia.Vance@gmail.com,202978080,0.06
100000542,Anne,Sharp,3801 Eastern Blvd,78335,5231608656,Anne.Sharp@gmail.com,202978056,0.09
100000542,Anne,Sharp,3801 Eastern Blvd,78335,5231608656,Anne.Sharp@gmail.com,202978066,0.09
100000543,Chloe,Dickens,6495 Atlanta Hwy,77943,5450350631,Chloe.Dickens@gmail.com,202978095,0.01
100000544,Ian,Ince,851 Ann St,76758,4777576281,Ian.Ince@gmail.com,202978060,0.1
100000545,Julia,Ellison,15445 Highway 24,82529,5635863785,Julia.Ellison@gmail.com,202978077,0.08
100000546,Donna,Johnston,517 West Avalon Ave,84383,5410277763,Donna.Johnston@gmail.com,202978074,0.02
100000547,Sue,Baker,5710 Mcfarland Blvd,83895,5134699142,Sue.Baker@gmail.com,202978051,0
100000558,Jan,Sanderson,2453 2Nd Avenue East,80173,5402394313,Jan.Sanderson@gmail.com,202978053,0.03
100000559,Grace,Mills,2900 Pepperrell Pkwy,75103,4904036452,Grace.Mills@gmail.com,202978063,0.09
100000560,Jacob,King,92 Plaza Lane,83523,5690216142,Jacob.King@gmail.com,202978037,0.07
100000561,Lillian,Metcalfe,1537 Hwy 231 South,82189,5179056953,Lillian.Metcalfe@gmail.com,202978093,0.05
100000562,Brandon,MacDonald,2181 Pelham Pkwy,77070,4963040109,Brandon.MacDonald@gmail.com,202978074,0.05
100000563,Joanne,Mackenzie,165 Vaughan Ln,75121,5199046882,Joanne.Mackenzie@gmail.com,202978096,0
100000564,Leonard,Paige,3700 Hwy 280-431 N,85046,5055666775,Leonard.Paige@gmail.com,202978040,0.06
100000565,Grace,Scott,1903 Cobbs Ford Rd,79300,5236774741,Grace.Scott@gmail.com,202978092,0.07
100000566,Diane,Berry,4180 Us Hwy 431,83826,5150852060,Diane.Berry@gmail.com,202978092,0.1
100000567,Alison,James,13675 Hwy 43,81446,5295008210,Alison.James@gmail.com,202978090,0
100000568,Oliver,Hudson,1095 Industrial Pkwy,80086,4837046020,Oliver.Hudson@gmail.com,202978088,0.09
100000569,Gabrielle,Skinner,24833 Johnt Reidprkw,82533,5613397400,Gabrielle.Skinner@gmail.com,202978094,0
100000570,Nicola,Hill,1501 Hwy 14 East,84147,5670764773,Nicola.Hill@gmail.com,202978081,0.1
100000571,Connor,Harris,7855 Moffett Rd,79709,5656365865,Connor.Harris@gmail.com,202978093,0.02
100000572,David,Stewart,150 Springville Station Blvd,81883,5164615777,David.Stewart@gmail.com,202978058,0.06
100000573,Sam,Howard,690 Hwy 78,79700,4957720373,Sam.Howard@gmail.com,202978039,0.09
100000573,Sam,Howard,690 Hwy 78,79700,4957720373,Sam.Howard@gmail.com,202978071,0.09
100000574,Dylan,Marshall,41301 US Hwy 280,78127,5596287603,Dylan.Marshall@gmail.com,202978069,0.02
100000575,Michael,Davidson,214 Haynes Street,80016,4697321532,Michael.Davidson@gmail.com,202978072,0.08
100000576,Madeleine,Hamilton,1300 Gilmer Ave,82303,5150190638,Madeleine.Hamilton@gmail.com,202978093,0.02
100000577,Yvonne,Randall,34301 Hwy 43,82552,4814896608,Yvonne.Randall@gmail.com,202978098,0.1
100000578,Nathan,Davidson,1420 Us 231 South,84347,5367748211,Nathan.Davidson@gmail.com,202978083,0.03
100000603,Jane,Walker,1501 Skyland Blvd E,77710,4787672809,Jane.Walker@gmail.com,202978059,0.01
100000604,Angela,Short,3501 20th Av,84495,5610674541,Angela.Short@gmail.com,202978053,0
100000605,Jasmine,Wilkins,1300 Montgomery Highway,77873,5477548945,Jasmine.Wilkins@gmail.com,202978097,0.1
100000606,Ruth,Mackenzie,4538 Us Hwy 231,81870,5474385894,Ruth.Mackenzie@gmail.com,202978070,0.09
100000616,Alison,Cornish,2575 Us Hwy 43,81827,5128848488,Alison.Cornish@gmail.com,202978071,0.1
100000617,Evan,Metcalfe,25 Dallygate,82959,5389241873,Evan.Metcalfe@gmail.com,202978038,0.04
100000618,Andrew,Wright,18 Thornton Crescent,83310,4855171062,Andrew.Wright@gmail.com,202978094,0.08
100000626,Lily,Hudson,Dunscroft Farm,82486,4777529729,Lily.Hudson@gmail.com,202978055,0.03
100000627,Brian,Slater,Cherry Tree Cottage,81465,4999596893,Brian.Slater@gmail.com,202978084,0.1
100000628,Rose,Davies,59 Ravendale Road,84327,5618187821,Rose.Davies@gmail.com,202978076,0.08
100000640,David,Arnold,Candleshoe,78600,5656165600,David.Arnold@gmail.com,202978073,0.1
100000641,Amanda,Payne,39 Horncastle Road,76178,5523178838,Amanda.Payne@gmail.com,202978058,0.1
100000642,Eric,Wilson,27A West End Road,80834,5271814669,Eric.Wilson@gmail.com,202978044,0.07
100000643,Alison,Parsons,The Carrock,80525,5267164764,Alison.Parsons@gmail.com,202978072,0.07
100000655,Brandon,Walsh,Lincolnshire County Council,79032,5259736832,Brandon.Walsh@gmail.com,202978092,0.01
100000656,Dylan,Smith,18 Bullens Lane,78751,5487989914,Dylan.Smith@gmail.com,202978068,0.03
100000657,Emily,Reid,The Old Farm House,76032,5673452427,Emily.Reid@gmail.com,202978086,0.07
100000677,Dominic,Langdon,1 The Oakleigh,76744,4817667728,Dominic.Langdon@gmail.com,202978077,0.04
100000678,Victoria,Thomson,9 Sunningdale Drive,84710,5518071565,Victoria.Thomson@gmail.com,202978037,0.07
100000679,Yvonne,Lambert,Skyview,76095,5452978620,Yvonne.Lambert@gmail.com,202978063,0.07
100000680,Ruth,Short,Clover Farm,75814,5694116055,Ruth.Short@gmail.com,202978089,0.03
100000693,Kevin,Glover,Jasmine Cottage,75875,5611856596,Kevin.Glover@gmail.com,202978038,0.02
100000694,Michael,Cameron,40 Hawthorne Drive,82479,4912672396,Michael.Cameron@gmail.com,202978039,0.04
100000695,Penelope,Forsyth,Little Holm Farm,79478,5175188848,Penelope.Forsyth@gmail.com,202978057,0.04
100000707,David,Graham,Bramble Cottage,76802,5591148315,David.Graham@gmail.com,202978092,0.1
100000708,Jan,Roberts,3 Northorpe Lane,76695,5106444519,Jan.Roberts@gmail.com,202978059,0.1
100000709,Angela,Lawrence,4 St Mark's Avenue,83554,4839448537,Angela.Lawrence@gmail.com,202978049,0.02
100000710,Julia,Harris,18 Oak Road,84269,5470635564,Julia.Harris@gmail.com,202978063,0.03
100000722,Katherine,Paterson,30 The Chase,82725,5124369192,Katherine.Paterson@gmail.com,202978078,0.04
100000723,Justin,Campbell,The White Cottage,81198,5251849941,Justin.Campbell@gmail.com,202978070,0.03
100000724,Una,Blake,The Old Three Tuns,77161,5530474406,Una.Blake@gmail.com,202978076,0.04
100000742,Brandon,Churchill,254 Ropery Road,82710,5114228151,Brandon.Churchill@gmail.com,202978094,0.03
100000743,Jan,Underwood,105 Beresford Avenue,84545,5373558475,Jan.Underwood@gmail.com,202978077,0.07
100000744,Ruth,Ince,24 Regent Street,75986,4794269355,Ruth.Ince@gmail.com,202978095,0.04
100000745,Victor,Wilson,55 Church Lane,81370,5339499899,Victor.Wilson@gmail.com,202978048,0.08
100000746,Ava,Gibson,Crown House,82921,5108323948,Ava.Gibson@gmail.com,202978079,0.03
100000760,Keith,Walker,Poplar Farm,84059,5024347357,Keith.Walker@gmail.com,202978062,0.09
100000761,Wendy,Hardacre,Flat 3,81405,4923692330,Wendy.Hardacre@gmail.com,202978089,0.03
100000771,Joe,Short,Toad Hall,82445,4984481901,Joe.Short@gmail.com,202978097,0.06
100000772,Alexander,Anderson,20 Birch Grove,84398,5315886076,Alexander.Anderson@gmail.com,202978089,0.01
100000773,Austin,Lee,Hilltop Farm,82213,4899863348,Austin.Lee@gmail.com,202978091,0.1
100000781,Sonia,Welch,11 Washingborough Road,83203,5575058154,Sonia.Welch@gmail.com,202978044,0.02
100000782,Penelope,Rampling,18 Carline Road,80803,5249898851,Penelope.Rampling@gmail.com,202978036,0.08
100000783,Christopher,Davies,c/o Democratic Services,76188,5621920240,Christopher.Davies@gmail.com,202978097,0.08
100000788,Kylie,Lawrence,Pyrus House,77651,5494674371,Kylie.Lawrence@gmail.com,202978038,0.08
100000789,Brian,Thomson,Christmas Cottage,78956,4881426283,Brian.Thomson@gmail.com,202978042,0.1
100000790,Sonia,Hughes,Badgers Holt,80612,4961908606,Sonia.Hughes@gmail.com,202978098,0.09
100000796,Tracey,Ogden,c/o Lincolnshire County Council,81820,4877600409,Tracey.Ogden@gmail.com,202978098,0.03
100000797,Penelope,Mackenzie,2 Austerby,75760,5330664428,Penelope.Mackenzie@gmail.com,202978066,0.01
100000798,Karen,Tucker,Geneva House,84040,5185963354,Karen.Tucker@gmail.com,202978066,0.07
100000806,Fiona,Allan,450 Newark Road,79065,4717092363,Fiona.Allan@gmail.com,202978078,0
100000807,Gordon,May,Walnut Cottage,84275,5191030953,Gordon.May@gmail.com,202978048,0.06
100000808,Steven,Davidson,Money Bridge Farm,78309,4996724506,Steven.Davidson@gmail.com,202978047,0.09
100000809,Dylan,Mathis,7 Coleraine Close,75103,4904299841,Dylan.Mathis@gmail.com,202978075,0.03
100000816,Cameron,Chapman,22 Tissington Road,76292,4965942536,Cameron.Chapman@gmail.com,202978040,0.08
100000817,Melanie,Ogden,Cinders Cottage,76838,5068482304,Melanie.Ogden@gmail.com,202978054,0.02
100000818,Tracey,Sharp,103 Birchwood Avenue,75132,5263417899,Tracey.Sharp@gmail.com,202978064,0.08
100000823,Trevor,Tucker,23 Martin Close,81846,5635573926,Trevor.Tucker@gmail.com,202978044,0.07
100000824,Heather,Davies,21 Gardenfield,82780,5566025531,Heather.Davies@gmail.com,202978059,0.07
100000825,Jason,Berry,The Old Hall,78852,5532314147,Jason.Berry@gmail.com,202978039,0.01
100000825,Jason,Berry,The Old Hall,78852,5532314147,Jason.Berry@gmail.com,202978071,0.01
100000826,Sean,Burgess,Swallow Cottage,76978,5281630226,Sean.Burgess@gmail.com,202978085,0.1
100000827,Amy,Buckland,5 Reedings Close,75347,5114874507,Amy.Buckland@gmail.com,202978097,0.08
100000831,Steven,Morrison,6 Victoria Grove,80244,4700262941,Steven.Morrison@gmail.com,202978086,0.1
100000832,David,Turner,The Burgage,77035,5404464180,David.Turner@gmail.com,202978084,0.03
100000835,Leonard,Gibson,Bucephala,79066,5261494779,Leonard.Gibson@gmail.com,202978094,0.06
100000836,Bella,Metcalfe,15 Forest Pines Lane,80982,5364643497,Bella.Metcalfe@gmail.com,202978073,0.05
100000838,Felicity,MacLeod,899 WELLS BRANCH,84919,4886342204,Felicity.MacLeod@gmail.com,202978080,0
100000839,Nathan,Kerr,841 CARRIE MANOR,81651,5028839491,Nathan.Kerr@gmail.com,202978088,0.1
100000840,Gavin,Forsyth,900 CESAR CHAVEZ,77297,5591640031,Gavin.Forsyth@gmail.com,202978083,0.06
100000841,Donna,Davidson,892 CROSLIN,81834,5688854526,Donna.Davidson@gmail.com,202978075,0.05
100000846,Felicity,Butler,867 ELLIOTT,78372,4698557515,Felicity.Butler@gmail.com,202978068,0.03
100000847,Virginia,Newman,851 FIRST,77351,5339764414,Virginia.Newman@gmail.com,202978078,0.07
100000848,Tim,Hamilton,865 GIBSON,76106,5304915091,Tim.Hamilton@gmail.com,202978043,0.01
100000849,Lily,Gill,892 GUADALUPE,78771,5190478372,Lily.Gill@gmail.com,202978089,0.08
100000850,Austin,Chapman,826 HALL,82934,4852798465,Austin.Chapman@gmail.com,202978092,0.06
100000851,Victor,Clark,838 JAMES,82657,5448083744,Victor.Clark@gmail.com,202978095,0.01
100000853,Claire,Hudson,871 JOHANNA,82269,5283584935,Claire.Hudson@gmail.com,202978092,0.03
100000854,Carl,Clark,855 LOGAN,84704,5538326895,Carl.Clark@gmail.com,202978079,0.02
100000858,Simon,Baker,804 MAIN,77195,4944337578,Simon.Baker@gmail.com,202978065,0.07
100000859,Amy,Glover,801 CADDO,77066,4906820833,Amy.Glover@gmail.com,202978064,0.06
100000860,Rebecca,Ross,800 SUNNINGDALE,79495,4775762930,Rebecca.Ross@gmail.com,202978070,0.05
100000861,Sally,Graham,800 SUNNY VALE,76870,5182014664,Sally.Graham@gmail.com,202978062,0.07
100000862,Jack,Young,880 SUSIE,77618,4826713907,Jack.Young@gmail.com,202978058,0.03
100000867,Evan,Abraham,842 SWISHER,78872,4914224126,Evan.Abraham@gmail.com,202978041,0.1
100000868,Nicola,Walsh,868 SYCAMORE,82607,5062202133,Nicola.Walsh@gmail.com,202978042,0.1
100000869,Justin,Chapman,876 TAMIL,82572,5562349481,Justin.Chapman@gmail.com,202978040,0.04
100000870,Max,Rees,876 TANGLEWOOD,77685,4765835400,Max.Rees@gmail.com,202978086,0.06
100000871,Joshua,Kelly,844 TANNEY,83984,5650537828,Joshua.Kelly@gmail.com,202978099,0.05
100000872,Sally,MacDonald,810 TASSEY,79848,4791380661,Sally.MacDonald@gmail.com,202978066,0.1
100000873,Chloe,McDonald,872 TAYLOR,78239,5205932423,Chloe.McDonald@gmail.com,202978091,0
100000874,Julia,Alsop,862 TAYLOR GAINES,76568,5006233825,Julia.Alsop@gmail.com,202978096,0.03
100000875,Jason,MacLeod,831 TEDFORD,84715,5473744007,Jason.MacLeod@gmail.com,202978041,0.06
100000876,Tracey,Pullman,871 TENTH,81258,5325203960,Tracey.Pullman@gmail.com,202978073,0.09
100000877,Megan,Reid,853 TERRA,82528,4822224304,Megan.Reid@gmail.com,202978041,0.03
100000878,Felicity,Metcalfe,838 LIBERTY,81815,5241576775,Felicity.Metcalfe@gmail.com,202978060,0.03
100000879,Ryan,Russell,814 LEYTON,80258,5112821115,Ryan.Russell@gmail.com,202978058,0.02
100000880,Rachel,Springer,857 LEVERING,79632,4760189986,Rachel.Springer@gmail.com,202978040,0.03
100000881,Joan,Nash,868 LERALYNN,80029,5023422722,Joan.Nash@gmail.com,202978038,0.07
100000882,Piers,Simpson,859 LEONARD,82453,5460693726,Piers.Simpson@gmail.com,202978071,0.06
100000883,Sarah,Skinner,843 LEONA,81590,5362363400,Sarah.Skinner@gmail.com,202978060,0.04
100000884,Lisa,Turner,854 LEON,75635,5189885406,Lisa.Turner@gmail.com,202978068,0.1
100000885,Vanessa,Manning,896 LEO,84202,5594098310,Vanessa.Manning@gmail.com,202978078,0.07
100000889,Stephen,Bailey,820 CAMERON,78868,5138879391,Stephen.Bailey@gmail.com,202978070,0.08
100000890,Piers,Peake,899 CANDACE,81721,5095630825,Piers.Peake@gmail.com,202978074,0
100000891,Alexandra,Mathis,883 CIRCLETREE,83972,5609071298,Alexandra.Mathis@gmail.com,202978063,0.05
100000892,Christopher,Anderson,852 DOUBLE SPUR,77219,5347061000,Christopher.Anderson@gmail.com,202978068,0.02
100000893,Donna,Butler,821 CIRCLE J,79947,5244925062,Donna.Butler@gmail.com,202978092,0.08
100000894,Faith,Buckland,884 DONNA JANE,75948,5182042398,Faith.Buckland@gmail.com,202978070,0.01
100000895,Hannah,Terry,808 CURRY,76540,5197557356,Hannah.Terry@gmail.com,202978046,0.08
100000898,Samantha,Ross,870 CLEAR VIEW,83984,4753765466,Samantha.Ross@gmail.com,202978050,0.02
100000899,Amelia,Parsons,844 SUNDEW,80977,5399650186,Amelia.Parsons@gmail.com,202978076,0.07
100000900,Fiona,Miller,857 SUMMIT,83525,4731359419,Fiona.Miller@gmail.com,202978079,0.05
100000901,Rose,Butler,804 WELLS POINT,76955,5078307585,Rose.Butler@gmail.com,202978064,0.05
100000902,Jake,White,869 WALTON HILL,76469,5064386334,Jake.White@gmail.com,202978079,0.01
100000906,Caroline,Robertson,831 TULAROSA,75163,5220452518,Caroline.Robertson@gmail.com,202978056,0
100000907,Edward,Chapman,849 TROPHY,81029,5265182019,Edward.Chapman@gmail.com,202978050,0.06
100000908,Christopher,Peake,892 LITTLE ELM,84862,5609648911,Christopher.Peake@gmail.com,202978081,0.09
100000917,Andrea,Newman,875 GOLDEN GATE,77655,4783076301,Andrea.Newman@gmail.com,202978060,0.06
100000918,Deirdre,Nolan,896 HEMPHILL,81552,4858198896,Deirdre.Nolan@gmail.com,202978085,0.04
100000919,Natalie,Duncan,801 CORNER BROOK,75594,5235130226,Natalie.Duncan@gmail.com,202978068,0.07
100000920,Steven,Hill,873 COTTAGE GROVE,75141,4824582364,Steven.Hill@gmail.com,202978073,0.02
100000921,William,Gibson,846 COURI,75499,5403085165,William.Gibson@gmail.com,202978051,0.07
100000922,Sally,Glover,842 COVERED WAGON,80384,5691300665,Sally.Glover@gmail.com,202978058,0.08
100000923,Andrea,Henderson,829 BROKEN BOW,83045,5547031844,Andrea.Henderson@gmail.com,202978064,0.09
100000925,Andrew,Bell,890 BROOKSIDE,77676,5439379526,Andrew.Bell@gmail.com,202978058,0.03
100000926,Dan,Johnston,888 BUCKSKIN,80054,5357796182,Dan.Johnston@gmail.com,202978047,0.06
100000927,Victoria,Wilson,893 CONESTOGA,78493,4887059609,Victoria.Wilson@gmail.com,202978064,0.1
100000928,Stephen,Glover,853 CONTINENTAL,82124,5401017823,Stephen.Glover@gmail.com,202978044,0.08
100000929,Fiona,Wright,830 BUCKWHEAT,78730,5413723988,Fiona.Wright@gmail.com,202978080,0.08
100000930,Amelia,Hughes,808 BUFFALO,75906,5163712159,Amelia.Hughes@gmail.com,202978072,0
100000931,Maria,Lawrence,893 BULLET,80079,5656044378,Maria.Lawrence@gmail.com,202978064,0.02
100000932,Abigail,Ferguson,869 BILLY BONNEY,80358,5293145375,Abigail.Ferguson@gmail.com,202978059,0.07
100000933,Gavin,Harris,858 BARLEY FIELD,84303,4815060268,Gavin.Harris@gmail.com,202978040,0.04
100000934,Heather,Abraham,826 ASTER,76320,5340521142,Heather.Abraham@gmail.com,202978083,0.1
100000935,Felicity,Miller,811 AUSTRINA,80758,4918379453,Felicity.Miller@gmail.com,202978092,0.05
100000936,Alexandra,Henderson,877 BARKER HOLLOW,81166,4974618602,Alexandra.Henderson@gmail.com,202978047,0.02
100000937,Karen,White,828 BELFRY,79418,4766328880,Karen.White@gmail.com,202978083,0.09
200000008,Lisa,Knox,873 CAISTEAL CASTLE,76255,4725212071,Lisa.Knox@gmail.com,202978036,0.06
200000014,Thomas,Lawrence,899 COMISO PALA,83773,5065716926,Thomas.Lawrence@gmail.com,202978062,0.06
200000017,Grace,Hill,813 COOPERS HAWK,80641,5099364705,Grace.Hill@gmail.com,202978077,0.03
200000018,Samantha,Coleman,874 CORK,83133,4802032535,Samantha.Coleman@gmail.com,202978065,0.04
200000022,Jason,Butler,872 CINNAMON,82932,5230314165,Jason.Butler@gmail.com,202978064,0.02
200000024,Carl,Quinn,810 DEERBROOK,80702,5240297228,Carl.Quinn@gmail.com,202978089,0.08
200000026,Richard,Fraser,898 DONNER,76554,5112496029,Richard.Fraser@gmail.com,202978047,0
200000029,Lucas,Mackenzie,865 CROWN RIDGE,78610,5102723378,Lucas.Mackenzie@gmail.com,202978053,0.1
200000033,Grace,Chapman,861 BRIDLE,78637,5492101189,Grace.Chapman@gmail.com,202978065,0.07
200000033,Grace,Chapman,861 BRIDLE,78637,5492101189,Grace.Chapman@gmail.com,202978062,0.07
200000039,Luke,Martin,849 BRIDAL,75651,5628416340,Luke.Martin@gmail.com,202978040,0.04
200000040,Gavin,Pullman,843 CRAIGS CREST,81030,5642957002,Gavin.Pullman@gmail.com,202978063,0.01
200000043,Jake,Morgan,836 CHESTNUT,77969,5241890468,Jake.Morgan@gmail.com,202978047,0.02
200000046,Lisa,Berry,881 CAVA,77300,4973314653,Lisa.Berry@gmail.com,202978042,0
200000047,Leah,Nolan,816 CHATHAM,82815,5057710754,Leah.Nolan@gmail.com,202978051,0.03
200000065,Maria,Hughes,842 CHOWAN,77492,4781385847,Maria.Hughes@gmail.com,202978088,0.08
200000066,Piers,Burgess,899 CRAFTON,75492,5139155739,Piers.Burgess@gmail.com,202978048,0.06
200000067,Dan,Ellison,858 CREEKWOOD,83922,5346756835,Dan.Ellison@gmail.com,202978069,0.03
200000068,Lucas,Piper,871 CRISWOOD,82336,5669733973,Lucas.Piper@gmail.com,202978037,0.04
200000069,Jason,Sharp,831 ABINGDON,77261,5211164571,Jason.Sharp@gmail.com,202978070,0.09
200000070,Kevin,Parr,835 ABOVE STRATFORD,81113,4767146437,Kevin.Parr@gmail.com,202978093,0.03
200000071,Dan,Mills,890 ACADEMY,80476,5585846994,Dan.Mills@gmail.com,202978093,0.02
200000072,Angela,Roberts,825 AGARITA,85011,5580208646,Angela.Roberts@gmail.com,202978091,0.09
200000076,Michael,Hemmings,847 EDGEMOOR,81049,4940108190,Michael.Hemmings@gmail.com,202978037,0.02
200000099,Robert,May,864 FANNIN FALLS,84881,4882877285,Robert.May@gmail.com,202978047,0.09
200000100,Carolyn,Robertson,898 FLAMING OAK,80319,4944931454,Carolyn.Robertson@gmail.com,202978096,0.1
200000101,Stewart,Lewis,891 FITZHUGH,80490,5574699505,Stewart.Lewis@gmail.com,202978078,0.01
200000102,Emma,Piper,898 FIORELLINO,80657,5364185281,Emma.Piper@gmail.com,202978095,0.08
200000103,Nicola,Powell,859 FIELDSTONE,82793,4932618795,Nicola.Powell@gmail.com,202978078,0.02
200000104,Diana,McDonald,831 FARRELL,80000,5157084758,Diana.McDonald@gmail.com,202978097,0.04
